translated_title,translated_description,image,category,subcategory,
Batavo Skim Milk Think Zero Papaya 850G,Batavo Skim Milk Think Zero Papaya 850g,https://images.rappi.com.br/products/2092885015-1542049053.png,,,
Lor Shampoo Nutrifier 300 mL,Lor Shampoo Nutrifier 300 mL,https://images.rappi.com.br/products/2094088235-1586892444048.png,,,
Macroform Rye Flour 500 g,Macroform Rye Flour 500 g,https://images.rappi.com.br/products/2097575619-1584999269741.png,,,
Senador Seduction Shaving Foam 189 g,Senador Seduction Shaving Foam 189 g,https://images.rappi.com.br/products/2098396732-1590820860470.png,,,
Passion Surrounding Hydrating Milk 200 mL,Passion Surrounding Hydrating Milk 200 mL,https://images.rappi.com.br/products/2096349992-1581013685537.png,,,
Maybelline Color Sensational Creamy Lipstick 105 Divando,"New Color Sensational by Maybelline, lipstick with pure color pigments and sensational texture. Touch so silky that you won&#39;t be able to live without it. 45 colors with SPF 15.",https://images.rappi.com.br/products/2096164041-1583282285507.png,,,
Jabuticaba Dom Spinosa Organic Wine 250 mL,Jabuticaba Dom Spinosa Organic Wine 250 mL,https://images.rappi.com.br/products/2097600784-1585861696159.jpg,,,
Pre Wash Vantage 500 mL,Pre Wash Vantage 500 mL,https://images.rappi.com.br/products/2095083810-1569262194765.png,,,
Muriel Mamy Cologne 250 ml,Muriel Mamy Cologne 250 ml,https://images.rappi.com.br/products/2097738664-1586283611029.png,,,
Coeur De Meule President Emental Cheese 220 g,Coeur De Meule President Emental Cheese 220 g,https://images.rappi.com.br/products/2094140398-1558109469.png,,,
Stimules Gel 30 g,"Stimulen name of the active substance: Hydrolyzed Collagen MS 80522910002 Stimulen can be used for the following applications: Pressure ulcer (stages I - IV); Venous ulcer; Diabetic ulcer; Acute injuries; Abrasions; Healing of traumatic wounds by second intention; Superficial wounds; Laser surgery; Smoothing procedures on the face; Cosmetic surgery; Plastic and reconstructive surgery; Cutaneous curettage; Dermabrasion; Photodynamics, photorejuvenation; Chemical peel; 1st and 2nd degree burns; Sunburn. How does Stimulen work? Stimulen is presented in the form of an amorphous gel that adds hydrolyzed collagen to its hydrogel matrix converging to treat various types of skin lesions. Stimulen induces and accelerates the healing process, in cases where there is slowness in it, also providing hydration on the spot, in addition to preventing bacterial and fungal proliferation, forming a protective barrier. In the form of amorphous gel, it fills the cavity, acting topically on the surface of the lesion.",https://images.rappi.com.br/products/2094084102-1557328530.png,,,
Movable Barrel Eyes With Various Colors Eyelashes 1 66 U,Movable Barrel Eyes With Eyelashes Various Colors 1 Package With 66 U - Prices including VAT,https://images.rappi.com.mx/products/975665462-1536366604.png,,,
Max Lip Factor Eyeliner 14 Elixir Brown Nude 1.2 g,Max Lip Factor Eyeliner 14 Elixir Brown Nude 1.2 g,https://images.rappi.com.mx/products/975145930-1530038067.png,,,
Mi Ringo Houses,Medium Pet Crib - PLU: 446445,https://images.rappi.com/products/446445.png,,,
Longevid Coconut Butter 210 g,Longevid Coconut Butter 210 g,,,,
Traditional Greek Yogurt Yorgus 130 g,Greek Yogurt Traditional Yorgus 130 g (Key Words: Dessert / Dairy),https://images.rappi.com.br/products/2094652997-1565299426264.png,,,
Skimmed Protein Zero Lactose Paulista Milk 1 L,Skimmed Protein Zero Lactose Paulista Milk 1 L,https://images.rappi.com.br/products/2098135767-1588996453017.png,,,
Tralen 1% Creme 30 g,Tralen 1% Creme 30 g,https://images.rappi.com.br/products/2095686039-1573436849308.png,,,
Molieri 20 72 Tablets,Molieri 20 72 Tablets,https://images.rappi.com.br/products/2095661072-1583531424081.png,,,
Stella Doro Pea 2 Kg,Stella Doro Pea 2 Kg,https://images.rappi.com.br/products/2098262444-1589907065496.png,,,
Dorilax With 12 Tablets,"Dorilax name of the active substance: Caffeine + Carisoprodol + Paracetamol MS 1057300210018 This medicine is intended for the treatment of painful, rheumatic or traumatic conditions, such as: Muscle pain; Spasms (contractions); Muscle strain (rupture of muscle fibers); Trauma of unspecified body region (blunt injury that causes pain and swelling); Torticollis (stiffening of the neck muscles causing pain); Dislocation (displacement of one or more bones in a joint); Sprain (joint injury in which there was no dislocation); Distension of unspecified body region (injury to tendon, muscle or ligament near a joint). How does Dorilax work? Dorilax presents in its composition substances with muscle relaxing and analgesic activity. Paracetamol has analgesic (against pain) and antipyretic (against fever) action. Carisoprodol is a muscle relaxant that indirectly reduces muscle tension in humans. Caffeine is a stimulant of the central nervous system, which acts on the musculature, making it less susceptible to fatigue (tiredness) and improving its performance. Caffeine produces a state of mental alertness and tends to correct the sleepiness that carisoprodol causes. The estimated average time to start the action after you take Dorilax is 15 to 45 minutes.",https://images.rappi.com.br/products/2093625661-1551292454.png,,,
Mentos Pure Fresh 3 Sugar Free Chewing Gum 8.5 g,Mentos Pure Fresh 3 Sugar Free Chewing Gum 8.5 g,https://images.rappi.com.br/products/2098109162-1588906584421.png,,,
PLASTIC SACK DESTACAVEL 5L,PLASTIC SACK DESTACAVEL 5L,,,,
Virbac Peroxydex Spherulites Dermatological Shampoo for Dogs and G,"- Indicated for cats, horses and dogs; - Symptomatic treatment of superficial pyoderma (pyotraumatic dermatitis, intertrigo, impetigo and folliculosis), seborrheic syndrome and as an adjunct to deep pyoderma therapy (furunculosis, cellulite and pyoderma); - Available in packaging with 125ml, 500ml and 1l.",https://images.rappi.com.br/products/2093380340-1549572448.png,,,
TANG Pineapple Powder Drink 25g,TANG Pineapple Powder Drink 25g (Key Words: Juice),https://images.rappi.com.br/products/2094092993-1557339591.png,,,
Peroba Jasmine Furniture Luster 200 mL,Peroba Jasmine Furniture Luster 200 mL,https://images.rappi.com.br/products/2096653840-1578679343735.png,,,
Bottle of Chocolate Muke 27 g,Bottle of Chocolate Muke 27 g,https://images.rappi.com.br/products/2094176997-1559239780.png,,,
Dog Food Puppy Small Breeds Golden Formula Meat E 1Kg,Dog Food Puppy Small Breeds Golden Formula Meat E 1 Kg,,,,
Café Senseo Pilo Extraforte 120 g 18 UNd,Café Senseo Pilo Extraforte 120 g 18 UNd,https://images.rappi.com.br/products/2096603260-1579039546063.png,,,
Snacks,Brioche Cheese And Pesto Sandwiches 1 Unit (s) - SKU: 7074385,,,,
"Paper Napkin Snob Gala Large Leaf Dup 32,5X32,5Cm 50 Und","Paper Napkin Snob Gala Large Leaf Dup 32,5X32,5Cm 50 Und",https://images.rappi.com.br/products/2095279691-1570713799274.png,,,
Elastic Hair Adelia Montana Merci,Elastic Hair Adelia Montana Merci,https://images.rappi.com.br/products/2097257509-1582924420656.png,,,
Guardians of the Galaxy T-Shirt - Women - Size,"Exclusive design in partnership with the studios, 100% cotton T-shirt, stoned fabric, is subjected to a special washing process that makes it ultra soft, slightly faded Vintage style print, reinforced seams on the collar and shoulders, bar label with the logo.",https://images.rappi.com.br/products/2092775485-1540829948.png,,,
Microbe Lift Nite-Out Ii 236 mL (Niteh08),Microbe Lift Nite-Out Ii 236 mL (Niteh08),,,,
Canned Green Corn Bonduelle ao Natural 200 g,Canned Green Corn Bonduelle ao Natural 200 g,https://images.rappi.com.br/products/2094629764-1565206943213.png,,,
HUGGIES Chamomile Conditioner - 200ml,"Infant Conditioner Turma da Mônica Chá de Camolila Active Principle: None MS Record: - Infant Conditioner Turma da Mônica Chá de Camolila was specially developed to provide softness and untangling to the baby&#39;s hair. Its exclusive formula with Huggies technology, dermatological and ophthalmologically tested, does not irritate the eyes or the skin, making hair easy to comb. Weight: 234 gr - Dosage: - Manufactures: Kimberly-Clark - Brand: Huggies (Key Words: Children&#39;s Stuff, Bath Time, Conditioners)",https://images.rappi.com.br/products/2093517926-1563287024.png,,,
Of Leche Sbrdax9 And Gts Tula Milo,Of Leche Sbrdax9 And Gts Tula PLU: 1277866,,,,
Sunsafe sunscreen SPF-30 50ml,Sunsafe sunscreen SPF-30 50ml,,,,
Minibolo Chocolate Sem Glúten Grani Amici 40g,Minibolo Chocolate Sem Glúten Grani Amici 40g (Key Words: Lanche / Bolo),https://images.rappi.com.br/products/2092843733-1541424573.png,,,
Açaí Eco Fresh Guarana 500 G,Açaí Eco Fresh Guarana 500 g,https://images.rappi.com.br/products/2089913844-1496557348.png,,,
"Natural Guabi Food Adult Dogs Medium Breeds Salmon And Cev 2,5 Kg","Natural Guabi Food Adult Dogs Medium Breeds Salmon And Barley 2,5 Kg",https://images.rappi.com.br/products/2096688944-1579045139296.png,,,
Clean Ovens Easy-Off Liquid 226ml,"Easy-Off is an oven cleaner that dissolves grease embedded in surfaces, simply and without the need to rub or scrape.",https://images.rappi.com.br/products/2092887387-1549635412.png,,,
Minilax Eurofarma Intestinal Regulator 7 units,Minilax Eurofarma Intestinal Regulator 7 units,https://images.rappi.com.br/products/2090034812-1510966948.png,,,
Venaflon 450 + 50 mg 30 Coated Tablets,Venaflon 450 + 50 mg 30 Coated Tablets,https://images.rappi.com.br/products/2098117231-1588907039609.png,,,
Celema milk,Leche Celema Deslactosada - PLU: 1132061,https://images.rappi.com/products/1132061-1583604454754.png,,,
Gum Dori Gomets Fruits 190 g,Gum Dori Gomets Fruits 190 g,https://images.rappi.com.br/products/2095600467-1575655138238.png,,,
Vale Fertil Green Olives Stuffed Cheese 130 g,Vale Fertil Green Olives Stuffed Cheese 130 g,https://images.rappi.com.br/products/2096729543-1578881791802.png,,,
Ruvolo Royal Beer 330ml,Ruvolo Royal Beer 330ml,https://images.rappi.com.br/products/2096116299-1578052024476.jpg,,,
Orlipid 120 Mg With 42 Capsules,"Orlipid name of the active substance: Orlistate MS 1356906490030 Orlipid is indicated for the treatment of overweight or obese patients, including patients with risk factors associated with obesity, in conjunction with a low calorie diet. Orlipid is effective in long-term weight control (weight loss, weight maintenance and preventing the recovery of lost weight). Orlipid improves risk factors associated with being overweight, such as hypercholesterolemia (high blood cholesterol), glucose intolerance (“pre-diabetes”), type 2 diabetes, hyperinsulinemia, (high blood insulin) high blood pressure (high blood pressure) ), and also promotes the reduction of visceral fat (located between the abdominal organs). It can also be used to treat overweight or obese type 2 diabetes patients. Orlipid, in conjunction with a low-calorie diet and oral antidiabetic drugs and / or insulin, promotes additional blood sugar control. How does Orlipid work? Orlipid acts directly on the digestive system, preventing about 30% of the fat you eat with food from being absorbed at each meal, and this excess is eliminated with the stool. Therefore, your body will stop storing a good amount of fats per meal, helping you to reduce your weight. In addition, it will help to prevent new weight gain, reducing the risks of diabetes, hypertension and increased cholesterol. The effect of Orlipid can be seen in 24 to 48 hours after its administration. Weight loss and the benefits of using Orlipid generally begin within the first two weeks of treatment.",https://images.rappi.com.br/products/2094680143-1565874488394.png,,,
2x1 Red Wine Santa Herminia 2013 Carménère Magnum 1 L,Red Wine Santa Herminia 2013 Carménère Magnum 1 L (Key Words: drink),https://images.rappi.com.br/products/2093901722-1554825250.png,,,
Adidas Deodorant,"Climacool Deodorant 48H Spray Fem - Adidas, 150 Milliliter (s)",https://images.rappi.com/products/333054646-1532548331.png,,,
School Beats Senses Lt 269Ml,School Beats Senses Lt 269Ml,https://images.rappi.com.br/products/2092892700-1587770621594.png,,,
Bolo Coco Pullman 250g,BOLO COCO PULLMAN 250G,,,,
Estrella Galicia Premium Beer 330 ml,Estrella Galicia Premium Beer 330 ml,,,,
"Batom Revlon Super Lustrous Lipstick Cor 325 Of New York 4,2 g","Super Lustrous Lipstick Lipstick Color Toasty of NY Active Principle: None MS Record: - Super Lustrous Lipstick Lipstick provides the lips with a smooth and creamy coverage, in addition to leaving them hydrated and soft. Provides long-lasting fixation. Weight: 21 gr - Dosage: - Manufactures: Revlon - Brand: Revlon (Key Words: Your Beauty, Makeup, Lipstick)",https://images.rappi.com.br/products/2093952399-1555423607.png,,,
Brown Fish Posta Costa Sul 800 g,Brown Fish Posta Costa Sul 800 g,https://images.rappi.com.br/products/2098249693-1589569522165.png,,,
Isdin Micellar Solution 4 Em 1 100 mL,Isdin Micellar Solution 4 Em 1 100 mL,https://images.rappi.com.br/products/2097384432-1583937628427.png,,,
Shampoo Elseve Quera Liso Reconstruction 200 mL,Shampoo Elseve Quera Liso Reconstruction 200 mL,https://images.rappi.com.br/products/2095085183-1569263183247.png,,,
Dental Toothbrush Stages 1 - Oral-B 1U,"Children&#39;s Toothbrush Stages 1 - Oral-B 1U. (Key Words: Oral Hygiene, Dental Gel, Gel, Fluoride Free, Child, Baby, Tooth, Toothpaste, Toothpaste, Toothbrush)",,,,
Solar Gold Premium Facial Fps 60 50 mL,Solar Gold Premium Facial Fps 60 50 mL,https://images.rappi.com.br/products/2094162317-1558105224.jpg,,,
Colomba Bauducco Mousse 650 g,Colomba Bauducco Mousse 650 g,https://images.rappi.com.br/products/2098306048-1589978673216.png,,,
Fruit pulp Pluss Acerola 400 g,Fruit pulp Pluss Acerola 400 g,,,,
Tea London Fruit &amp; Herb Pimineta Dulce / Menta 20 U,London Fruit &amp; Herb Tea Sweet Pepper / Mint 20 U - Prices including VAT,https://images.rappi.com.mx/products/975646806-1536359295.png,,,
Sidelg Genfar,"Sidelg 120Mg Capsules (Orlistat), 30 Unit (s)",https://images.rappi.com/products/1033650-1-1471895998.png,,,
Lapinha Jelly Organic Grape 200 g,Lapinha Jelly Organic Grape 200 g,https://images.rappi.com.br/products/2092383488-1585345834538.png,,,
Activia Probiotics Strawberry Liquid Yogurt 850g,"The regular Activia line was developed for you who know that well-being starts from the inside. All of our products have billions of natural probiotics, 5 types of yeast and 8 hours of fermentation. We believe in the power of probiotics! “Activia, with Bifidobacterium animalis CNCM I-2494 (probiotic), helps to reduce the frequency of intestinal discomfort (abdominal discomfort, bloating, flatulence, bowel sounds)”. The daily consumption recommendation of the product, which must contain at least 8.9 x 109 CFU of the microorganism Bifidobacterium animalis CNCM I-2494, should be 200g. Ingredients: partially skimmed milk and / or reconstituted partly skimmed milk, sugar and / or sugar syrup, prepared from strawberries (water, strawberry pulp, sugar, modified starch, natural coloration carmine cochin, acidic citric acid, flavorings, conservative sorbate potassium and thickener xanthan gum), dietary fiber acacia gum, modified starch and milk yeast.",https://images.rappi.com.br/products/2092840457-1588219490866.png,,,
Lafama Alicante nougat 150 g,Lafama Alicante nougat 150 g,https://images.rappi.com.br/products/2094374421-1585841340468.png,,,
Cetaphil Dermopediatrics Loo Hidratante 150 mL,Cetaphil Dermopediatrics Loo Hidratante 150 mL,https://images.rappi.com.br/products/2095184553-1569520658416.png,,,
Pampers Pants Diapers Total Adjustment XXG 28 Und,Pampers Pants Diapers Total Adjustment XXG 28 Und,https://images.rappi.com.br/products/2097273112-1583263793907.png,,,
